_initial_assets,vars,id,creation_time,failed,failed_reason,time_of_death,type,origin_id,network_id,contents,complete,node_id,participant_id,module_state_id,trial_maker_id,definition,finalized,is_repeat_trial,score,performance_reward,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,n_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,progress_before_trial,progress_after_trial,async_post_trial_required,async_post_trial_requested,async_post_trial_complete,async_post_trial_failed,block_position,block,class,object_type,flow,transition,target_participant_id,group_id,round_index,counted_rounds,rounds_required,status,role,roles,offer,decision,deadline,feedback_until,last_round,total_score,totals,timeout_count,max_timeouts,completion_reason,coin_value_dollars,batch_id,treatment
{},{},239,2026-06-17 19:40:53,False,,,GameTrial,64,56,,True,64,30,83,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 30, ""group_id"": 15, ""participant_id"": 30, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""29"": ""proposer"", ""30"": ""responder""}, ""offer"": 4, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""29"": ""proposer"", ""30"": ""responder""}, ""offer"": 4, ""decision"": ""accept"", ""payoffs"": {""29"": 6, ""30"": 4}, ""totals"": {""29"": 117, ""30"": 53}}, ""total_score"": 53, ""totals"": {""29"": 117, ""30"": 53}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,451,,,238.647,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,30.0,15.0,25.0,25.0,25.0,complete,responder,"{""29"": ""proposer"", ""30"": ""responder""}",4.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""29"": ""proposer"", ""30"": ""responder""}, ""offer"": 4, ""decision"": ""accept"", ""payoffs"": {""29"": 6, ""30"": 4}, ""totals"": {""29"": 117, ""30"": 53}}",53.0,"{""29"": 117, ""30"": 53}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},240,2026-06-17 19:40:53,False,,,GameTrial,64,56,,True,64,29,84,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 29, ""group_id"": 15, ""participant_id"": 29, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""29"": ""proposer"", ""30"": ""responder""}, ""offer"": 4, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""29"": ""proposer"", ""30"": ""responder""}, ""offer"": 4, ""decision"": ""accept"", ""payoffs"": {""29"": 6, ""30"": 4}, ""totals"": {""29"": 117, ""30"": 53}}, ""total_score"": 117, ""totals"": {""29"": 117, ""30"": 53}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,452,,,238.45,106.0,256.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,29.0,15.0,25.0,25.0,25.0,complete,proposer,"{""29"": ""proposer"", ""30"": ""responder""}",4.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""29"": ""proposer"", ""30"": ""responder""}, ""offer"": 4, ""decision"": ""accept"", ""payoffs"": {""29"": 6, ""30"": 4}, ""totals"": {""29"": 117, ""30"": 53}}",117.0,"{""29"": 117, ""30"": 53}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},251,2026-06-17 19:42:54,False,,,GameTrial,65,57,,True,65,32,92,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 32, ""group_id"": 16, ""participant_id"": 32, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""31"": ""proposer"", ""32"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""31"": ""proposer"", ""32"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""31"": 5, ""32"": 5}, ""totals"": {""31"": 125, ""32"": 125}}, ""total_score"": 125, ""totals"": {""31"": 125, ""32"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,478,,,200.578,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,32.0,16.0,25.0,25.0,25.0,complete,responder,"{""31"": ""proposer"", ""32"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""31"": ""proposer"", ""32"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""31"": 5, ""32"": 5}, ""totals"": {""31"": 125, ""32"": 125}}",125.0,"{""31"": 125, ""32"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},252,2026-06-17 19:42:54,False,,,GameTrial,65,57,,True,65,31,91,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 31, ""group_id"": 16, ""participant_id"": 31, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""31"": ""proposer"", ""32"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""31"": ""proposer"", ""32"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""31"": 5, ""32"": 5}, ""totals"": {""31"": 125, ""32"": 125}}, ""total_score"": 125, ""totals"": {""31"": 125, ""32"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,477,,,202.384,163.0,313.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,31.0,16.0,25.0,25.0,25.0,complete,proposer,"{""31"": ""proposer"", ""32"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""31"": ""proposer"", ""32"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""31"": 5, ""32"": 5}, ""totals"": {""31"": 125, ""32"": 125}}",125.0,"{""31"": 125, ""32"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},253,2026-06-17 19:43:07,True,response_timeout,2026-06-17 19:48:12,GameTrial,66,58,,True,66,33,93,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",False,False,,,,"{""type"": ""state_update"", ""target_participant_id"": 33, ""group_id"": 17, ""participant_id"": 33, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""33"": ""responder"", ""34"": ""proposer""}, ""offer"": 7, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""33"": ""responder"", ""34"": ""proposer""}, ""offer"": 7, ""decision"": ""accept"", ""payoffs"": {""33"": 7, ""34"": 3}, ""totals"": {""33"": 72, ""34"": 78}}, ""total_score"": 72, ""totals"": {""33"": 72, ""34"": 78}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,512,,,318.149,99.5,249.5,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,33.0,17.0,25.0,25.0,25.0,complete,responder,"{""33"": ""responder"", ""34"": ""proposer""}",7.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""33"": ""responder"", ""34"": ""proposer""}, ""offer"": 7, ""decision"": ""accept"", ""payoffs"": {""33"": 7, ""34"": 3}, ""totals"": {""33"": 72, ""34"": 78}}",72.0,"{""33"": 72, ""34"": 78}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},254,2026-06-17 19:43:07,True,response_timeout,2026-06-17 19:48:12,GameTrial,66,58,,True,66,34,94,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",False,False,,,,"{""type"": ""state_update"", ""target_participant_id"": 34, ""group_id"": 17, ""participant_id"": 34, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""33"": ""responder"", ""34"": ""proposer""}, ""offer"": 7, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""33"": ""responder"", ""34"": ""proposer""}, ""offer"": 7, ""decision"": ""accept"", ""payoffs"": {""33"": 7, ""34"": 3}, ""totals"": {""33"": 72, ""34"": 78}}, ""total_score"": 78, ""totals"": {""33"": 72, ""34"": 78}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,513,,,318.265,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,34.0,17.0,25.0,25.0,25.0,complete,proposer,"{""33"": ""responder"", ""34"": ""proposer""}",7.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""33"": ""responder"", ""34"": ""proposer""}, ""offer"": 7, ""decision"": ""accept"", ""payoffs"": {""33"": 7, ""34"": 3}, ""totals"": {""33"": 72, ""34"": 78}}",78.0,"{""33"": 72, ""34"": 78}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},275,2026-06-17 19:46:00,True,response_timeout,2026-06-17 19:51:12,GameTrial,68,59,,True,68,35,101,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",False,False,,,,"{""type"": ""state_update"", ""target_participant_id"": 35, ""group_id"": 18, ""participant_id"": 35, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""35"": ""responder"", ""36"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""35"": ""responder"", ""36"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""35"": 5, ""36"": 5}, ""totals"": {""35"": 125, ""36"": 125}}, ""total_score"": 125, ""totals"": {""35"": 125, ""36"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,588,,,333.321,123.0,273.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,35.0,18.0,25.0,25.0,25.0,complete,responder,"{""35"": ""responder"", ""36"": ""proposer""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""35"": ""responder"", ""36"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""35"": 5, ""36"": 5}, ""totals"": {""35"": 125, ""36"": 125}}",125.0,"{""35"": 125, ""36"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},276,2026-06-17 19:46:00,True,response_timeout,2026-06-17 19:51:12,GameTrial,68,59,,True,68,36,102,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",False,False,,,,"{""type"": ""state_update"", ""target_participant_id"": 36, ""group_id"": 18, ""participant_id"": 36, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""35"": ""responder"", ""36"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""35"": ""responder"", ""36"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""35"": 5, ""36"": 5}, ""totals"": {""35"": 125, ""36"": 125}}, ""total_score"": 125, ""totals"": {""35"": 125, ""36"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,589,,,332.945,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,36.0,18.0,25.0,25.0,25.0,complete,proposer,"{""35"": ""responder"", ""36"": ""proposer""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""35"": ""responder"", ""36"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""35"": 5, ""36"": 5}, ""totals"": {""35"": 125, ""36"": 125}}",125.0,"{""35"": 125, ""36"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-0617,constant
{},{},6,2026-06-19 17:41:17,False,,,GameTrial,46,46,,True,46,4,14,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 4, ""group_id"": 1, ""participant_id"": 4, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""2"": ""proposer"", ""4"": ""responder""}, ""offer"": 7, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""2"": ""proposer"", ""4"": ""responder""}, ""offer"": 7, ""decision"": ""accept"", ""payoffs"": {""2"": 3, ""4"": 7}, ""totals"": {""2"": 17, ""4"": 53}}, ""total_score"": 53, ""totals"": {""2"": 17, ""4"": 53}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,223,,,234.008,98.5,248.5,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,4.0,1.0,25.0,25.0,25.0,complete,responder,"{""2"": ""proposer"", ""4"": ""responder""}",7.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""2"": ""proposer"", ""4"": ""responder""}, ""offer"": 7, ""decision"": ""accept"", ""payoffs"": {""2"": 3, ""4"": 7}, ""totals"": {""2"": 17, ""4"": 53}}",53.0,"{""2"": 17, ""4"": 53}",0.0,5.0,Completed all counted rounds.,0.005,batch-061901,constant
{},{},7,2026-06-19 17:41:17,False,,,GameTrial,46,46,,True,46,2,17,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 2, ""group_id"": 1, ""participant_id"": 2, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""2"": ""proposer"", ""4"": ""responder""}, ""offer"": 7, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""2"": ""proposer"", ""4"": ""responder""}, ""offer"": 7, ""decision"": ""accept"", ""payoffs"": {""2"": 3, ""4"": 7}, ""totals"": {""2"": 17, ""4"": 53}}, ""total_score"": 17, ""totals"": {""2"": 17, ""4"": 53}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,222,,,236.726,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,2.0,1.0,25.0,25.0,25.0,complete,proposer,"{""2"": ""proposer"", ""4"": ""responder""}",7.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""2"": ""proposer"", ""4"": ""responder""}, ""offer"": 7, ""decision"": ""accept"", ""payoffs"": {""2"": 3, ""4"": 7}, ""totals"": {""2"": 17, ""4"": 53}}",17.0,"{""2"": 17, ""4"": 53}",0.0,5.0,Completed all counted rounds.,0.005,batch-061901,constant
{},{},8,2026-06-19 17:41:19,True,response_timeout,2026-06-19 17:46:24,GameTrial,47,47,,False,47,7,20,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",False,False,,,,,True,33,,,0.475,98.0,,,0.3466076696165192,,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,,,,,,,,,,,,,,,,,,,,batch-061901,constant
{},{},9,2026-06-19 17:41:19,True,response_timeout,2026-06-19 17:46:24,GameTrial,47,47,,False,47,1,16,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",False,False,,,,,True,32,,,0.492,99.0,,,0.3466076696165192,,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,,,,,,,,,,,,,,,,,,,,batch-061901,constant
{},{},27,2026-06-19 17:42:29,False,,,GameTrial,48,48,,True,48,9,36,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 9, ""group_id"": 3, ""participant_id"": 9, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""6"": ""responder"", ""9"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""6"": ""responder"", ""9"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""6"": 5, ""9"": 5}, ""totals"": {""6"": 114, ""9"": 116}}, ""total_score"": 116, ""totals"": {""6"": 114, ""9"": 116}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,269,,,224.511,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,9.0,3.0,25.0,25.0,25.0,complete,proposer,"{""6"": ""responder"", ""9"": ""proposer""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""6"": ""responder"", ""9"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""6"": 5, ""9"": 5}, ""totals"": {""6"": 114, ""9"": 116}}",116.0,"{""6"": 114, ""9"": 116}",0.0,5.0,Completed all counted rounds.,0.005,batch-061901,constant
{},{},28,2026-06-19 17:42:29,False,,,GameTrial,48,48,,True,48,6,33,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 6, ""group_id"": 3, ""participant_id"": 6, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""6"": ""responder"", ""9"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""6"": ""responder"", ""9"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""6"": 5, ""9"": 5}, ""totals"": {""6"": 114, ""9"": 116}}, ""total_score"": 114, ""totals"": {""6"": 114, ""9"": 116}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,270,,,231.01,163.5,313.5,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,6.0,3.0,25.0,25.0,25.0,complete,responder,"{""6"": ""responder"", ""9"": ""proposer""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""6"": ""responder"", ""9"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""6"": 5, ""9"": 5}, ""totals"": {""6"": 114, ""9"": 116}}",114.0,"{""6"": 114, ""9"": 116}",0.0,5.0,Completed all counted rounds.,0.005,batch-061901,constant
{},{},30,2026-06-19 17:42:35,False,,,GameTrial,49,49,,True,49,13,43,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 13, ""group_id"": 4, ""participant_id"": 13, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""13"": ""proposer"", ""15"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""13"": ""proposer"", ""15"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""13"": 5, ""15"": 5}, ""totals"": {""13"": 125, ""15"": 125}}, ""total_score"": 125, ""totals"": {""13"": 125, ""15"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,227,,,163.978,114.0,264.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,13.0,4.0,25.0,25.0,25.0,complete,proposer,"{""13"": ""proposer"", ""15"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""13"": ""proposer"", ""15"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""13"": 5, ""15"": 5}, ""totals"": {""13"": 125, ""15"": 125}}",125.0,"{""13"": 125, ""15"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-061901,constant
{},{},31,2026-06-19 17:42:35,False,,,GameTrial,49,49,,True,49,15,42,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 15, ""group_id"": 4, ""participant_id"": 15, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""13"": ""proposer"", ""15"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""13"": ""proposer"", ""15"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""13"": 5, ""15"": 5}, ""totals"": {""13"": 125, ""15"": 125}}, ""total_score"": 125, ""totals"": {""13"": 125, ""15"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,228,,,164.17,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,15.0,4.0,25.0,25.0,25.0,complete,responder,"{""13"": ""proposer"", ""15"": ""responder""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""13"": ""proposer"", ""15"": ""responder""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""13"": 5, ""15"": 5}, ""totals"": {""13"": 125, ""15"": 125}}",125.0,"{""13"": 125, ""15"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-061901,constant
{},{},35,2026-06-19 17:42:45,False,,,GameTrial,50,50,,True,50,17,48,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 17, ""group_id"": 6, ""participant_id"": 17, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""proposer"", ""roles"": {""12"": ""responder"", ""17"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""12"": ""responder"", ""17"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""12"": 5, ""17"": 5}, ""totals"": {""12"": 125, ""17"": 125}}, ""total_score"": 125, ""totals"": {""12"": 125, ""17"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,252,,,186.139,98.0,248.0,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,17.0,6.0,25.0,25.0,25.0,complete,proposer,"{""12"": ""responder"", ""17"": ""proposer""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""12"": ""responder"", ""17"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""12"": 5, ""17"": 5}, ""totals"": {""12"": 125, ""17"": 125}}",125.0,"{""12"": 125, ""17"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-061901,constant
{},{},36,2026-06-19 17:42:45,False,,,GameTrial,50,50,,True,50,12,47,ultimatum_trial_maker,"{""flow"": ""live_websocket"", ""transition"": ""constant""}",True,False,0.0,0.0,,"{""type"": ""state_update"", ""target_participant_id"": 12, ""group_id"": 6, ""participant_id"": 12, ""round_index"": 25, ""counted_rounds"": 25, ""rounds_required"": 25, ""status"": ""complete"", ""role"": ""responder"", ""roles"": {""12"": ""responder"", ""17"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""deadline"": null, ""feedback_until"": null, ""last_round"": {""round_index"": 25, ""skipped"": false, ""roles"": {""12"": ""responder"", ""17"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""12"": 5, ""17"": 5}, ""totals"": {""12"": 125, ""17"": 125}}, ""total_score"": 125, ""totals"": {""12"": 125, ""17"": 125}, ""timeout_count"": 0, ""max_timeouts"": 5, ""completion_reason"": ""Completed all counted rounds."", ""coin_value_dollars"": 0.005}",True,253,,,184.725,98.5,248.5,150.0,0.3466076696165192,0.7890855457227139,False,False,False,False,0,default,GameTrial,Info,live_websocket,constant,12.0,6.0,25.0,25.0,25.0,complete,responder,"{""12"": ""responder"", ""17"": ""proposer""}",5.0,accept,,,"{""round_index"": 25, ""skipped"": false, ""roles"": {""12"": ""responder"", ""17"": ""proposer""}, ""offer"": 5, ""decision"": ""accept"", ""payoffs"": {""12"": 5, ""17"": 5}, ""totals"": {""12"": 125, ""17"": 125}}",125.0,"{""12"": 125, ""17"": 125}",0.0,5.0,Completed all counted rounds.,0.005,batch-061901,constant
