batch_id,participant_id,worker_id,lobby_index,question,facet,answer,time_taken,complete,failed
batch-0617,6,5a8f13595292b80001235e09,10,Has an active imagination.,Artistic Interests,2.0,,True,False
batch-0617,6,5a8f13595292b80001235e09,11,experiences my emotions intensely.,Emotionality,2.0,,True,False
batch-0617,6,5a8f13595292b80001235e09,12,wastes my time.,Self-Discipline,2.0,,True,False
batch-0617,6,5a8f13595292b80001235e09,13,Rarely overindulges.,Immoderation,2.0,,True,False
batch-0617,6,5a8f13595292b80001235e09,14,is concerned about others.,Altruism,2.0,,True,False
batch-0617,6,5a8f13595292b80001235e09,15,uses others for my own ends.,Morality,2.0,,True,False
batch-0617,7,6a18e556695d00840058b827,1,Is reserved.,Friendliness,3.0,14.742,True,False
batch-0617,8,6a01df41373893c58f2011b5,1,Is reserved.,Friendliness,4.0,5.3,True,False
batch-0617,8,6a01df41373893c58f2011b5,2,Is generally trusting.,Trust,4.0,,True,False
batch-0617,8,6a01df41373893c58f2011b5,3,Tends to be lazy.,Self-Efficacy,4.0,,True,False
batch-0617,8,6a01df41373893c58f2011b5,4,"Is relaxed, handles stress well.",Anxiety,4.0,,True,False
batch-0617,8,6a01df41373893c58f2011b5,5,Has few artistic interests.,Imagination,4.0,,True,False
batch-0617,8,6a01df41373893c58f2011b5,6,"Is outgoing, sociable.",Gregariousness,4.0,,True,False
batch-0617,8,6a01df41373893c58f2011b5,7,Tends to find fault with others.,Morality,4.0,,True,False
batch-0617,8,6a01df41373893c58f2011b5,8,Does a thorough job.,Orderliness,4.0,,True,False
batch-0617,8,6a01df41373893c58f2011b5,9,Gets nervous easily.,Anger,4.0,,True,False
batch-0617,8,6a01df41373893c58f2011b5,10,Has an active imagination.,Artistic Interests,4.0,,True,False
batch-0617,8,6a01df41373893c58f2011b5,11,experiences my emotions intensely.,Emotionality,4.0,,True,False
batch-0617,8,6a01df41373893c58f2011b5,12,wastes my time.,Self-Discipline,4.0,,True,False
batch-0617,8,6a01df41373893c58f2011b5,13,Rarely overindulges.,Immoderation,4.0,,True,False
batch-0617,8,6a01df41373893c58f2011b5,14,is concerned about others.,Altruism,4.0,,True,False
batch-0617,8,6a01df41373893c58f2011b5,15,uses others for my own ends.,Morality,4.0,,True,False
batch-0617,9,6990fd1cda959ba63e04c18c,1,Is reserved.,Friendliness,4.0,6.666,True,False
batch-0617,9,6990fd1cda959ba63e04c18c,2,Is generally trusting.,Trust,4.0,,True,False
batch-0617,9,6990fd1cda959ba63e04c18c,3,Tends to be lazy.,Self-Efficacy,4.0,,True,False
batch-0617,9,6990fd1cda959ba63e04c18c,4,"Is relaxed, handles stress well.",Anxiety,4.0,,True,False
batch-0617,9,6990fd1cda959ba63e04c18c,5,Has few artistic interests.,Imagination,4.0,,True,False
batch-0617,9,6990fd1cda959ba63e04c18c,6,"Is outgoing, sociable.",Gregariousness,4.0,,True,False
batch-0617,9,6990fd1cda959ba63e04c18c,7,Tends to find fault with others.,Morality,4.0,,True,False
batch-0617,9,6990fd1cda959ba63e04c18c,8,Does a thorough job.,Orderliness,4.0,,True,False
batch-0617,9,6990fd1cda959ba63e04c18c,9,Gets nervous easily.,Anger,4.0,,True,False
batch-0617,9,6990fd1cda959ba63e04c18c,10,Has an active imagination.,Artistic Interests,4.0,,True,False
batch-0617,9,6990fd1cda959ba63e04c18c,11,experiences my emotions intensely.,Emotionality,4.0,,True,False
batch-0617,9,6990fd1cda959ba63e04c18c,12,wastes my time.,Self-Discipline,4.0,,True,False
batch-0617,9,6990fd1cda959ba63e04c18c,13,Rarely overindulges.,Immoderation,4.0,,True,False
batch-0617,9,6990fd1cda959ba63e04c18c,14,is concerned about others.,Altruism,4.0,,True,False
batch-0617,9,6990fd1cda959ba63e04c18c,15,uses others for my own ends.,Morality,4.0,,True,False
batch-0617,10,5c2d187569ceff00011417de,1,Is reserved.,Friendliness,3.0,15.343,True,False
batch-0617,11,6a1ed8c190f2a0c246377967,1,Is reserved.,Friendliness,5.0,16.393,True,False
batch-0617,12,6989f01e85ed4cec632af20e,1,Is reserved.,Friendliness,4.0,15.733999999999998,True,False
batch-0617,13,66f63aeba07bb69cb2f44c32,1,Is reserved.,Friendliness,5.0,6.864,True,False
batch-0617,13,66f63aeba07bb69cb2f44c32,2,Is generally trusting.,Trust,5.0,,True,False
batch-0617,13,66f63aeba07bb69cb2f44c32,3,Tends to be lazy.,Self-Efficacy,5.0,,True,False
batch-0617,13,66f63aeba07bb69cb2f44c32,4,"Is relaxed, handles stress well.",Anxiety,5.0,,True,False
batch-0617,13,66f63aeba07bb69cb2f44c32,5,Has few artistic interests.,Imagination,5.0,,True,False
batch-0617,13,66f63aeba07bb69cb2f44c32,6,"Is outgoing, sociable.",Gregariousness,5.0,,True,False
batch-0617,13,66f63aeba07bb69cb2f44c32,7,Tends to find fault with others.,Morality,5.0,,True,False
batch-0617,13,66f63aeba07bb69cb2f44c32,8,Does a thorough job.,Orderliness,5.0,,True,False
batch-0617,13,66f63aeba07bb69cb2f44c32,9,Gets nervous easily.,Anger,5.0,,True,False
batch-0617,13,66f63aeba07bb69cb2f44c32,10,Has an active imagination.,Artistic Interests,5.0,,True,False
batch-0617,13,66f63aeba07bb69cb2f44c32,11,experiences my emotions intensely.,Emotionality,5.0,,True,False
batch-0617,13,66f63aeba07bb69cb2f44c32,12,wastes my time.,Self-Discipline,5.0,,True,False
batch-0617,13,66f63aeba07bb69cb2f44c32,13,Rarely overindulges.,Immoderation,5.0,,True,False
batch-0617,13,66f63aeba07bb69cb2f44c32,14,is concerned about others.,Altruism,5.0,,True,False
batch-0617,13,66f63aeba07bb69cb2f44c32,15,uses others for my own ends.,Morality,5.0,,True,False
batch-0617,14,66ac140ffbe9e717e0d21357,1,Is reserved.,Friendliness,2.0,12.494,True,False
batch-0617,15,699dc8a05e1d5b57041df5ed,1,Is reserved.,Friendliness,4.0,17.306,True,False
batch-0617,16,677968daf8dc4ddeecc53a73,1,Is reserved.,Friendliness,3.0,6.276,True,False
batch-0617,16,677968daf8dc4ddeecc53a73,2,Is generally trusting.,Trust,3.0,,True,False
batch-0617,16,677968daf8dc4ddeecc53a73,3,Tends to be lazy.,Self-Efficacy,3.0,,True,False
batch-0617,16,677968daf8dc4ddeecc53a73,4,"Is relaxed, handles stress well.",Anxiety,3.0,,True,False
batch-0617,16,677968daf8dc4ddeecc53a73,5,Has few artistic interests.,Imagination,3.0,,True,False
batch-0617,16,677968daf8dc4ddeecc53a73,6,"Is outgoing, sociable.",Gregariousness,3.0,,True,False
batch-0617,16,677968daf8dc4ddeecc53a73,7,Tends to find fault with others.,Morality,3.0,,True,False
batch-0617,16,677968daf8dc4ddeecc53a73,8,Does a thorough job.,Orderliness,3.0,,True,False
batch-0617,16,677968daf8dc4ddeecc53a73,9,Gets nervous easily.,Anger,3.0,,True,False
batch-0617,16,677968daf8dc4ddeecc53a73,10,Has an active imagination.,Artistic Interests,3.0,,True,False
batch-0617,16,677968daf8dc4ddeecc53a73,11,experiences my emotions intensely.,Emotionality,3.0,,True,False
batch-0617,16,677968daf8dc4ddeecc53a73,12,wastes my time.,Self-Discipline,3.0,,True,False
batch-0617,16,677968daf8dc4ddeecc53a73,13,Rarely overindulges.,Immoderation,3.0,,True,False
batch-0617,16,677968daf8dc4ddeecc53a73,14,is concerned about others.,Altruism,3.0,,True,False
batch-0617,16,677968daf8dc4ddeecc53a73,15,uses others for my own ends.,Morality,3.0,,True,False
batch-0617,17,6839b6137cc1aa27ad7b85b7,1,Is reserved.,Friendliness,1.0,12.115,True,False
batch-0617,18,6a07d95f9cfd61a15edd651a,1,Is reserved.,Friendliness,3.0,10.545000000000002,True,False
batch-0617,19,69f7530aea946a81ffde1946,1,Is reserved.,Friendliness,5.0,11.72,True,True
batch-0617,19,69f7530aea946a81ffde1946,2,Is generally trusting.,Trust,5.0,,True,True
batch-0617,19,69f7530aea946a81ffde1946,3,Tends to be lazy.,Self-Efficacy,5.0,,True,True
batch-0617,19,69f7530aea946a81ffde1946,4,"Is relaxed, handles stress well.",Anxiety,5.0,,True,True
batch-0617,19,69f7530aea946a81ffde1946,5,Has few artistic interests.,Imagination,5.0,,True,True
batch-0617,19,69f7530aea946a81ffde1946,6,"Is outgoing, sociable.",Gregariousness,5.0,,True,True
batch-0617,19,69f7530aea946a81ffde1946,7,Tends to find fault with others.,Morality,5.0,,True,True
batch-0617,19,69f7530aea946a81ffde1946,8,Does a thorough job.,Orderliness,5.0,,True,True
batch-0617,19,69f7530aea946a81ffde1946,9,Gets nervous easily.,Anger,5.0,,True,True
batch-0617,19,69f7530aea946a81ffde1946,10,Has an active imagination.,Artistic Interests,5.0,,True,True
batch-0617,19,69f7530aea946a81ffde1946,11,experiences my emotions intensely.,Emotionality,5.0,,True,True
batch-0617,19,69f7530aea946a81ffde1946,12,wastes my time.,Self-Discipline,5.0,,True,True
batch-0617,19,69f7530aea946a81ffde1946,13,Rarely overindulges.,Immoderation,5.0,,True,True
batch-0617,19,69f7530aea946a81ffde1946,14,is concerned about others.,Altruism,5.0,,True,True
batch-0617,19,69f7530aea946a81ffde1946,15,uses others for my own ends.,Morality,5.0,,True,True
batch-0617,20,69e9901e1aaddb7fe0dde29c,1,Is reserved.,Friendliness,4.0,17.724,True,True
batch-0617,20,69e9901e1aaddb7fe0dde29c,2,Is generally trusting.,Trust,4.0,,True,True
batch-0617,20,69e9901e1aaddb7fe0dde29c,3,Tends to be lazy.,Self-Efficacy,4.0,,True,True
batch-0617,20,69e9901e1aaddb7fe0dde29c,4,"Is relaxed, handles stress well.",Anxiety,4.0,,True,True
batch-0617,20,69e9901e1aaddb7fe0dde29c,5,Has few artistic interests.,Imagination,4.0,,True,True
batch-0617,20,69e9901e1aaddb7fe0dde29c,6,"Is outgoing, sociable.",Gregariousness,4.0,,True,True
batch-0617,20,69e9901e1aaddb7fe0dde29c,7,Tends to find fault with others.,Morality,4.0,,True,True
batch-0617,20,69e9901e1aaddb7fe0dde29c,8,Does a thorough job.,Orderliness,4.0,,True,True
batch-0617,20,69e9901e1aaddb7fe0dde29c,9,Gets nervous easily.,Anger,4.0,,True,True
batch-0617,20,69e9901e1aaddb7fe0dde29c,10,Has an active imagination.,Artistic Interests,4.0,,True,True
batch-0617,20,69e9901e1aaddb7fe0dde29c,11,experiences my emotions intensely.,Emotionality,4.0,,True,True
batch-0617,20,69e9901e1aaddb7fe0dde29c,12,wastes my time.,Self-Discipline,4.0,,True,True
batch-0617,20,69e9901e1aaddb7fe0dde29c,13,Rarely overindulges.,Immoderation,4.0,,True,True
batch-0617,20,69e9901e1aaddb7fe0dde29c,14,is concerned about others.,Altruism,4.0,,True,True
batch-0617,20,69e9901e1aaddb7fe0dde29c,15,uses others for my own ends.,Morality,4.0,,True,True
batch-0617,22,6a2217c8b85a2dd57bcb1b9d,1,Is reserved.,Friendliness,3.0,12.528,True,False
batch-0617,23,6a05eca31c02cac37913a741,1,Is reserved.,Friendliness,4.0,14.13,True,True
batch-0617,23,6a05eca31c02cac37913a741,2,Is generally trusting.,Trust,4.0,,True,True
batch-0617,23,6a05eca31c02cac37913a741,3,Tends to be lazy.,Self-Efficacy,4.0,,True,True
batch-0617,23,6a05eca31c02cac37913a741,4,"Is relaxed, handles stress well.",Anxiety,4.0,,True,True
batch-0617,23,6a05eca31c02cac37913a741,5,Has few artistic interests.,Imagination,4.0,,True,True
batch-0617,23,6a05eca31c02cac37913a741,6,"Is outgoing, sociable.",Gregariousness,4.0,,True,True
batch-0617,23,6a05eca31c02cac37913a741,7,Tends to find fault with others.,Morality,4.0,,True,True
batch-0617,23,6a05eca31c02cac37913a741,8,Does a thorough job.,Orderliness,4.0,,True,True
batch-0617,23,6a05eca31c02cac37913a741,9,Gets nervous easily.,Anger,4.0,,True,True
batch-0617,23,6a05eca31c02cac37913a741,10,Has an active imagination.,Artistic Interests,4.0,,True,True
batch-0617,23,6a05eca31c02cac37913a741,11,experiences my emotions intensely.,Emotionality,4.0,,True,True
batch-0617,23,6a05eca31c02cac37913a741,12,wastes my time.,Self-Discipline,4.0,,True,True
batch-0617,23,6a05eca31c02cac37913a741,13,Rarely overindulges.,Immoderation,4.0,,True,True
batch-0617,23,6a05eca31c02cac37913a741,14,is concerned about others.,Altruism,4.0,,True,True
batch-0617,23,6a05eca31c02cac37913a741,15,uses others for my own ends.,Morality,4.0,,True,True
batch-0617,24,6102f2edaead0032c5054812,1,Is reserved.,Friendliness,4.0,11.167,True,False
batch-0617,25,69c120916b02be8a9ca0abdf,1,Is reserved.,Friendliness,4.0,5.127,True,True
batch-0617,25,69c120916b02be8a9ca0abdf,2,Is generally trusting.,Trust,4.0,,True,True
batch-0617,25,69c120916b02be8a9ca0abdf,3,Tends to be lazy.,Self-Efficacy,4.0,,True,True
batch-0617,25,69c120916b02be8a9ca0abdf,4,"Is relaxed, handles stress well.",Anxiety,4.0,,True,True
batch-0617,25,69c120916b02be8a9ca0abdf,5,Has few artistic interests.,Imagination,4.0,,True,True
batch-0617,25,69c120916b02be8a9ca0abdf,6,"Is outgoing, sociable.",Gregariousness,4.0,,True,True
batch-0617,25,69c120916b02be8a9ca0abdf,7,Tends to find fault with others.,Morality,4.0,,True,True
batch-0617,25,69c120916b02be8a9ca0abdf,8,Does a thorough job.,Orderliness,4.0,,True,True
batch-0617,25,69c120916b02be8a9ca0abdf,9,Gets nervous easily.,Anger,4.0,,True,True
batch-0617,25,69c120916b02be8a9ca0abdf,10,Has an active imagination.,Artistic Interests,4.0,,True,True
batch-0617,25,69c120916b02be8a9ca0abdf,11,experiences my emotions intensely.,Emotionality,4.0,,True,True
batch-0617,25,69c120916b02be8a9ca0abdf,12,wastes my time.,Self-Discipline,4.0,,True,True
batch-0617,25,69c120916b02be8a9ca0abdf,13,Rarely overindulges.,Immoderation,4.0,,True,True
batch-0617,25,69c120916b02be8a9ca0abdf,14,is concerned about others.,Altruism,4.0,,True,True
batch-0617,25,69c120916b02be8a9ca0abdf,15,uses others for my own ends.,Morality,4.0,,True,True
batch-0617,26,698eec916caee248b2b996e5,1,Is reserved.,Friendliness,3.0,76.30100000000002,True,True
batch-0617,27,5c3d504ede04ad0001d8be54,1,Is reserved.,Friendliness,5.0,74.52400000000002,True,True
batch-0617,29,66ed6564eac280bcef718558,1,Is reserved.,Friendliness,4.0,7.114,True,False
batch-0617,29,66ed6564eac280bcef718558,2,Is generally trusting.,Trust,4.0,,True,False
batch-0617,29,66ed6564eac280bcef718558,3,Tends to be lazy.,Self-Efficacy,4.0,,True,False
batch-0617,29,66ed6564eac280bcef718558,4,"Is relaxed, handles stress well.",Anxiety,4.0,,True,False
batch-0617,29,66ed6564eac280bcef718558,5,Has few artistic interests.,Imagination,4.0,,True,False
batch-0617,29,66ed6564eac280bcef718558,6,"Is outgoing, sociable.",Gregariousness,4.0,,True,False
batch-0617,29,66ed6564eac280bcef718558,7,Tends to find fault with others.,Morality,4.0,,True,False
batch-0617,29,66ed6564eac280bcef718558,8,Does a thorough job.,Orderliness,4.0,,True,False
batch-0617,29,66ed6564eac280bcef718558,9,Gets nervous easily.,Anger,4.0,,True,False
batch-0617,29,66ed6564eac280bcef718558,10,Has an active imagination.,Artistic Interests,4.0,,True,False
batch-0617,29,66ed6564eac280bcef718558,11,experiences my emotions intensely.,Emotionality,4.0,,True,False
batch-0617,29,66ed6564eac280bcef718558,12,wastes my time.,Self-Discipline,4.0,,True,False
batch-0617,29,66ed6564eac280bcef718558,13,Rarely overindulges.,Immoderation,4.0,,True,False
batch-0617,29,66ed6564eac280bcef718558,14,is concerned about others.,Altruism,4.0,,True,False
batch-0617,29,66ed6564eac280bcef718558,15,uses others for my own ends.,Morality,4.0,,True,False
batch-0617,30,6a05ceb70200dcfcb4481f24,1,Is reserved.,Friendliness,4.0,25.59,True,False
batch-0617,31,6328ddce9adceb215c2334ee,1,Is reserved.,Friendliness,4.0,7.425,True,False
batch-0617,31,6328ddce9adceb215c2334ee,2,Is generally trusting.,Trust,4.0,,True,False
batch-0617,31,6328ddce9adceb215c2334ee,3,Tends to be lazy.,Self-Efficacy,4.0,,True,False
batch-0617,31,6328ddce9adceb215c2334ee,4,"Is relaxed, handles stress well.",Anxiety,4.0,,True,False
batch-0617,31,6328ddce9adceb215c2334ee,5,Has few artistic interests.,Imagination,4.0,,True,False
batch-0617,31,6328ddce9adceb215c2334ee,6,"Is outgoing, sociable.",Gregariousness,4.0,,True,False
batch-0617,31,6328ddce9adceb215c2334ee,7,Tends to find fault with others.,Morality,4.0,,True,False
batch-0617,31,6328ddce9adceb215c2334ee,8,Does a thorough job.,Orderliness,4.0,,True,False
batch-0617,31,6328ddce9adceb215c2334ee,9,Gets nervous easily.,Anger,4.0,,True,False
batch-0617,31,6328ddce9adceb215c2334ee,10,Has an active imagination.,Artistic Interests,4.0,,True,False
batch-0617,31,6328ddce9adceb215c2334ee,11,experiences my emotions intensely.,Emotionality,4.0,,True,False
batch-0617,31,6328ddce9adceb215c2334ee,12,wastes my time.,Self-Discipline,4.0,,True,False
batch-0617,31,6328ddce9adceb215c2334ee,13,Rarely overindulges.,Immoderation,4.0,,True,False
batch-0617,31,6328ddce9adceb215c2334ee,14,is concerned about others.,Altruism,4.0,,True,False
batch-0617,31,6328ddce9adceb215c2334ee,15,uses others for my own ends.,Morality,4.0,,True,False
batch-0617,32,6a1f1428e45929108dfbe979,1,Is reserved.,Friendliness,4.0,11.847,True,False
batch-0617,33,6a14c6e637cb6a61eaa299b5,1,Is reserved.,Friendliness,3.0,14.317000000000002,True,False
batch-0617,34,5b5a822e1ad8270001c4f28d,1,Is reserved.,Friendliness,5.0,15.292,True,False
batch-0617,35,592ed8978ad1ae0001937919,1,Is reserved.,Friendliness,4.0,8.125,True,False
batch-0617,35,592ed8978ad1ae0001937919,2,Is generally trusting.,Trust,4.0,,True,False
batch-0617,35,592ed8978ad1ae0001937919,3,Tends to be lazy.,Self-Efficacy,4.0,,True,False
batch-0617,35,592ed8978ad1ae0001937919,4,"Is relaxed, handles stress well.",Anxiety,4.0,,True,False
batch-0617,35,592ed8978ad1ae0001937919,5,Has few artistic interests.,Imagination,4.0,,True,False
batch-0617,35,592ed8978ad1ae0001937919,6,"Is outgoing, sociable.",Gregariousness,4.0,,True,False
batch-0617,35,592ed8978ad1ae0001937919,7,Tends to find fault with others.,Morality,4.0,,True,False
batch-0617,35,592ed8978ad1ae0001937919,8,Does a thorough job.,Orderliness,4.0,,True,False
batch-0617,35,592ed8978ad1ae0001937919,9,Gets nervous easily.,Anger,4.0,,True,False
batch-0617,35,592ed8978ad1ae0001937919,10,Has an active imagination.,Artistic Interests,4.0,,True,False
batch-0617,35,592ed8978ad1ae0001937919,11,experiences my emotions intensely.,Emotionality,4.0,,True,False
batch-0617,35,592ed8978ad1ae0001937919,12,wastes my time.,Self-Discipline,4.0,,True,False
batch-0617,35,592ed8978ad1ae0001937919,13,Rarely overindulges.,Immoderation,4.0,,True,False
batch-0617,35,592ed8978ad1ae0001937919,14,is concerned about others.,Altruism,4.0,,True,False
batch-0617,35,592ed8978ad1ae0001937919,15,uses others for my own ends.,Morality,4.0,,True,False
batch-0617,36,6151e479b4ee16668948c7f2,1,Is reserved.,Friendliness,3.0,13.325,True,False
batch-0617,38,663ff8ce62a847c71db3e8e6,1,Is reserved.,Friendliness,5.0,9.014,True,True
batch-0617,38,663ff8ce62a847c71db3e8e6,2,Is generally trusting.,Trust,5.0,,True,True
batch-0617,38,663ff8ce62a847c71db3e8e6,3,Tends to be lazy.,Self-Efficacy,5.0,,True,True
batch-0617,38,663ff8ce62a847c71db3e8e6,4,"Is relaxed, handles stress well.",Anxiety,5.0,,True,True
batch-0617,38,663ff8ce62a847c71db3e8e6,5,Has few artistic interests.,Imagination,5.0,,True,True
batch-0617,38,663ff8ce62a847c71db3e8e6,6,"Is outgoing, sociable.",Gregariousness,5.0,,True,True
batch-0617,38,663ff8ce62a847c71db3e8e6,7,Tends to find fault with others.,Morality,5.0,,True,True
batch-0617,38,663ff8ce62a847c71db3e8e6,8,Does a thorough job.,Orderliness,5.0,,True,True
batch-0617,38,663ff8ce62a847c71db3e8e6,9,Gets nervous easily.,Anger,5.0,,True,True
batch-0617,38,663ff8ce62a847c71db3e8e6,10,Has an active imagination.,Artistic Interests,5.0,,True,True
batch-0617,38,663ff8ce62a847c71db3e8e6,11,experiences my emotions intensely.,Emotionality,5.0,,True,True
batch-0617,38,663ff8ce62a847c71db3e8e6,12,wastes my time.,Self-Discipline,5.0,,True,True
batch-0617,38,663ff8ce62a847c71db3e8e6,13,Rarely overindulges.,Immoderation,5.0,,True,True
batch-0617,38,663ff8ce62a847c71db3e8e6,14,is concerned about others.,Altruism,5.0,,True,True
batch-0617,38,663ff8ce62a847c71db3e8e6,15,uses others for my own ends.,Morality,5.0,,True,True
batch-0617,40,665f930d862dcdc6bfde540e,1,Is reserved.,Friendliness,5.0,95.224,True,False
batch-0617,41,67b8ac4a64ff597388f3fcc1,1,Is reserved.,Friendliness,4.0,84.95300000000002,True,True
batch-0617,43,682634b74da614d118d7990e,1,Is reserved.,Friendliness,5.0,7.832,True,True
batch-0617,43,682634b74da614d118d7990e,2,Is generally trusting.,Trust,5.0,,True,True
batch-0617,43,682634b74da614d118d7990e,3,Tends to be lazy.,Self-Efficacy,5.0,,True,True
batch-0617,43,682634b74da614d118d7990e,4,"Is relaxed, handles stress well.",Anxiety,5.0,,True,True
batch-0617,43,682634b74da614d118d7990e,5,Has few artistic interests.,Imagination,5.0,,True,True
batch-0617,43,682634b74da614d118d7990e,6,"Is outgoing, sociable.",Gregariousness,5.0,,True,True
batch-0617,43,682634b74da614d118d7990e,7,Tends to find fault with others.,Morality,5.0,,True,True
batch-0617,43,682634b74da614d118d7990e,8,Does a thorough job.,Orderliness,5.0,,True,True
batch-0617,43,682634b74da614d118d7990e,9,Gets nervous easily.,Anger,5.0,,True,True
batch-0617,43,682634b74da614d118d7990e,10,Has an active imagination.,Artistic Interests,5.0,,True,True
batch-0617,43,682634b74da614d118d7990e,11,experiences my emotions intensely.,Emotionality,5.0,,True,True
batch-0617,43,682634b74da614d118d7990e,12,wastes my time.,Self-Discipline,5.0,,True,True
batch-0617,43,682634b74da614d118d7990e,13,Rarely overindulges.,Immoderation,5.0,,True,True
batch-0617,43,682634b74da614d118d7990e,14,is concerned about others.,Altruism,5.0,,True,True
batch-0617,43,682634b74da614d118d7990e,15,uses others for my own ends.,Morality,5.0,,True,True
batch-0617,44,6a1da0a3e64785cfbc9670a5,1,Is reserved.,Friendliness,3.0,11.257,True,True
batch-0617,44,6a1da0a3e64785cfbc9670a5,2,Is generally trusting.,Trust,3.0,,True,True
batch-0617,44,6a1da0a3e64785cfbc9670a5,3,Tends to be lazy.,Self-Efficacy,3.0,,True,True
batch-0617,44,6a1da0a3e64785cfbc9670a5,4,"Is relaxed, handles stress well.",Anxiety,3.0,,True,True
batch-0617,44,6a1da0a3e64785cfbc9670a5,5,Has few artistic interests.,Imagination,3.0,,True,True
batch-0617,44,6a1da0a3e64785cfbc9670a5,6,"Is outgoing, sociable.",Gregariousness,3.0,,True,True
batch-0617,44,6a1da0a3e64785cfbc9670a5,7,Tends to find fault with others.,Morality,3.0,,True,True
batch-0617,44,6a1da0a3e64785cfbc9670a5,8,Does a thorough job.,Orderliness,3.0,,True,True
batch-0617,44,6a1da0a3e64785cfbc9670a5,9,Gets nervous easily.,Anger,3.0,,True,True
batch-0617,44,6a1da0a3e64785cfbc9670a5,10,Has an active imagination.,Artistic Interests,3.0,,True,True
batch-0617,44,6a1da0a3e64785cfbc9670a5,11,experiences my emotions intensely.,Emotionality,3.0,,True,True
batch-0617,44,6a1da0a3e64785cfbc9670a5,12,wastes my time.,Self-Discipline,3.0,,True,True
batch-0617,44,6a1da0a3e64785cfbc9670a5,13,Rarely overindulges.,Immoderation,3.0,,True,True
batch-0617,44,6a1da0a3e64785cfbc9670a5,14,is concerned about others.,Altruism,3.0,,True,True
batch-0617,44,6a1da0a3e64785cfbc9670a5,15,uses others for my own ends.,Morality,3.0,,True,True
batch-0617,46,6a1bc0fa1068dc20cdfb7c4a,1,Is reserved.,Friendliness,5.0,14.603,True,False
batch-0617,46,6a1bc0fa1068dc20cdfb7c4a,2,Is generally trusting.,Trust,5.0,,True,False
batch-0617,46,6a1bc0fa1068dc20cdfb7c4a,3,Tends to be lazy.,Self-Efficacy,5.0,,True,False
batch-0617,46,6a1bc0fa1068dc20cdfb7c4a,4,"Is relaxed, handles stress well.",Anxiety,5.0,,True,False
batch-0617,46,6a1bc0fa1068dc20cdfb7c4a,5,Has few artistic interests.,Imagination,5.0,,True,False
batch-0617,46,6a1bc0fa1068dc20cdfb7c4a,6,"Is outgoing, sociable.",Gregariousness,5.0,,True,False
